CustomerID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region,Age_category
BD-11500,Bradley Drucker,Consumer,47,United States,Green Bay,Wisconsin,54302,Central,Middle Aged
BD-11560,Brendan Dodson,Home Office,54,United States,Fresno,California,93727,West,Middle Aged
BD-11605,Brian Dahlen,Consumer,40,United States,Lawrence,Massachusetts,1841,East,Middle Aged
BD-11620,Brian DeCherney,Consumer,46,United States,San Francisco,California,94122,West,Middle Aged
BD-11635,Brian Derr,Consumer,42,United States,Bowling Green,Kentucky,42104,South,Middle Aged
BD-11725,Bruce Degenhardt,Consumer,36,United States,Richmond,Kentucky,40475,South,Middle Aged
BD-11770,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central,Middle Aged
BE-11335,Bill Eplett,Home Office,20,United States,Jackson,Michigan,49201,Central,Young
BE-11410,Bobby Elias,Consumer,54,United States,Lancaster,Ohio,43130,East,Middle Aged
BE-11455,Brad Eason,Home Office,20,United States,Olathe,Kansas,66062,Central,Young
BF-10975,Barbara Fisher,Corporate,47,United States,Charlotte,North Carolina,28205,South,Middle Aged
BF-11005,Barry Franz,Home Office,56,United States,Pasadena,California,91104,West,Middle Aged
BF-11020,Barry Franzosisch,Corporate,67,United States,Green Bay,Wisconsin,54302,Central,Senior citizen
BF-11080,Bart Folk,Consumer,23,United States,Baltimore,Maryland,21215,East,Young
BF-11170,Ben Ferrer,Home Office,19,United States,Los Angeles,California,90036,West,Young
BF-11215,Benjamin Farhat,Home Office,69,United States,Albuquerque,New Mexico,87105,West,Senior citizen
BF-11275,Beth Fritzler,Corporate,21,United States,Tucson,Arizona,85705,West,Young
BG-11035,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South,Middle Aged
BG-11695,Brooke Gillingham,Corporate,46,United States,Cincinnati,Ohio,45231,East,Middle Aged
BG-11740,Bruce Geld,Consumer,39,United States,Philadelphia,Pennsylvania,19120,East,Middle Aged
BH-11710,Brosina Hoffman,Consumer,20,United States,Los Angeles,California,90032,West,Young
BK-11260,Berenike Kampe,Consumer,37,United States,New York City,New York,10035,East,Middle Aged
BM-11140,Becky Martin,Consumer,67,United States,San Antonio,Texas,78207,Central,Senior citizen
BM-11575,Brendan Murry,Corporate,22,United States,New York City,New York,10035,East,Young
BM-11650,Brian Moss,Corporate,48,United States,New York City,New York,10035,East,Middle Aged
BM-11785,Bryan Mills,Consumer,31,United States,Columbus,Ohio,43229,East,Middle Aged
BN-11470,Brad Norvell,Corporate,20,United States,Cary,North Carolina,27511,South,Young
BN-11515,Bradley Nguyen,Consumer,63,United States,Los Angeles,California,90049,West,Senior citizen
BO-11350,Bill Overfelt,Corporate,46,United States,Los Angeles,California,90045,West,Middle Aged
BO-11425,Bobby Odegard,Consumer,63,United States,Richmond,Kentucky,40475,South,Senior citizen
BP-11050,Barry Pond,Corporate,65,United States,Cranston,Rhode Island,2920,East,Senior citizen
BP-11095,Bart Pistole,Corporate,30,United States,Peoria,Illinois,61604,Central,Young
BP-11155,Becky Pak,Consumer,46,United States,Columbus,Georgia,31907,South,Middle Aged
BP-11185,Ben Peterman,Corporate,48,United States,Arvada,Colorado,80004,West,Middle Aged
BP-11230,Benjamin Patterson,Consumer,19,United States,Spokane,Washington,99207,West,Young
BP-11290,Beth Paige,Consumer,26,United States,Evanston,Illinois,60201,Central,Young
BS-11365,Bill Shonely,Corporate,34,United States,New York City,New York,10011,East,Middle Aged
BS-11380,Bill Stewart,Corporate,53,United States,Skokie,Illinois,60076,Central,Middle Aged
BS-11590,Brendan Sweed,Corporate,45,United States,Gilbert,Arizona,85234,West,Middle Aged
BS-11665,Brian Stugart,Consumer,21,United States,Philadelphia,Pennsylvania,19143,East,Young
BS-11755,Bruce Stewart,Consumer,59,United States,Denver,Colorado,80219,West,Middle Aged
BS-11800,Bryan Spruell,Home Office,53,United States,New York City,New York,10011,East,Middle Aged
BT-11305,Beth Thompson,Home Office,38,United States,Costa Mesa,California,92627,West,Middle Aged
BT-11395,Bill Tyler,Corporate,32,United States,Detroit,Michigan,48227,Central,Middle Aged
BT-11440,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West,Young
BT-11485,Brad Thomas,Home Office,66,United States,Clinton,Maryland,20735,East,Senior citizen
BT-11530,Bradley Talbott,Home Office,34,United States,Los Angeles,California,90036,West,Middle Aged
BT-11680,Brian Thompson,Consumer,70,United States,Newark,Ohio,43055,East,Senior citizen
BV-11245,Benjamin Venier,Corporate,46,United States,Des Moines,Iowa,50315,Central,Middle Aged
BW-11065,Barry Weirich,Consumer,30,United States,Raleigh,North Carolina,27604,South,Young
BW-11110,Bart Watters,Corporate,50,United States,Milwaukee,Wisconsin,53209,Central,Middle Aged
BW-11200,Ben Wallace,Consumer,31,United States,Boynton Beach,Florida,33437,South,Middle Aged
CA-11965,Carol Adams,Corporate,19,United States,Hoover,Alabama,35244,South,Young
CA-12055,Cathy Armstrong,Home Office,67,United States,Houston,Texas,77070,Central,Senior citizen
CA-12265,Christina Anderson,Consumer,49,United States,Chicago,Illinois,60610,Central,Middle Aged
CA-12310,Christine Abelman,Corporate,68,United States,Cincinnati,Ohio,45231,East,Senior citizen
CA-12775,Cynthia Arntzen,Consumer,57,United States,Tampa,Florida,33614,South,Middle Aged
CB-12025,Cassandra Brandow,Consumer,43,United States,Hamilton,Ohio,45011,East,Middle Aged
CB-12415,Christy Brittain,Consumer,47,United States,Columbus,Ohio,43229,East,Middle Aged
CB-12535,Claudia Bergmann,Corporate,63,United States,Chapel Hill,North Carolina,27514,South,Senior citizen
CC-12100,Chad Cunningham,Home Office,30,United States,Columbus,Indiana,47201,Central,Young
CC-12145,Charles Crestani,Consumer,21,United States,Los Angeles,California,90004,West,Young
CC-12220,Chris Cortes,Consumer,18,United States,La Porte,Indiana,46350,Central,Young
CC-12370,Christopher Conant,Consumer,38,United States,Fayetteville,North Carolina,28314,South,Middle Aged
CC-12430,Chuck Clark,Home Office,66,United States,Columbus,Indiana,47201,Central,Senior citizen
CC-12475,Cindy Chapman,Consumer,48,United States,New York City,New York,10024,East,Middle Aged
CC-12550,Clay Cheatham,Consumer,42,United States,San Francisco,California,94122,West,Middle Aged
CC-12610,Corey Catlett,Corporate,18,United States,Philadelphia,Pennsylvania,19134,East,Young
CC-12670,Craig Carreira,Consumer,22,United States,New York City,New York,10009,East,Young
CC-12685,Craig Carroll,Consumer,59,United States,Greensboro,North Carolina,27405,South,Middle Aged
CD-11920,Carlos Daly,Consumer,51,United States,Lake Elsinore,California,92530,West,Middle Aged
CD-11980,Carol Darley,Consumer,61,United States,Tyler,Texas,75701,Central,Senior citizen
CD-12280,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105,West,Middle Aged
CD-12790,Cynthia Delaney,Home Office,70,United States,San Diego,California,92037,West,Senior citizen
CG-12040,Catherine Glotzbach,Home Office,27,United States,Philadelphia,Pennsylvania,19120,East,Young
CG-12520,Claire Gute,Consumer,67,United States,Henderson,Kentucky,42420,South,Senior citizen
CH-12070,Cathy Hwang,Home Office,36,United States,Raleigh,North Carolina,27604,South,Middle Aged
CJ-11875,Carl Jackson,Corporate,64,United States,Philadelphia,Pennsylvania,19140,East,Senior citizen
CJ-12010,Caroline Jumper,Consumer,64,United States,Huntington Beach,California,92646,West,Senior citizen
CK-12205,Chloris Kastensmidt,Consumer,61,United States,Philadelphia,Pennsylvania,19120,East,Senior citizen
CK-12325,Christine Kargatis,Home Office,53,United States,Orem,Utah,84057,West,Middle Aged
CK-12595,Clytie Kelty,Consumer,60,United States,Grove City,Ohio,43123,East,Middle Aged
CK-12760,Cyma Kinney,Corporate,18,United States,Linden,New Jersey,7036,East,Young
CL-11890,Carl Ludwig,Consumer,63,United States,Everett,Massachusetts,2149,East,Senior citizen
CL-12565,Clay Ludtke,Consumer,36,United States,Urbandale,Iowa,50322,Central,Middle Aged
CL-12700,Craig Leslie,Home Office,36,United States,Springfield,Missouri,65807,Central,Middle Aged
CM-11815,Candace McMahon,Corporate,28,United States,Pasadena,Texas,77506,Central,Young
CM-11935,Carlos Meador,Consumer,56,United States,Fayetteville,North Carolina,28314,South,Middle Aged
CM-12115,Chad McGuire,Consumer,50,United States,New York City,New York,10011,East,Middle Aged
CM-12160,Charles McCrossin,Consumer,58,United States,Brownsville,Texas,78521,Central,Middle Aged
CM-12190,Charlotte Melton,Consumer,66,United States,Philadelphia,Pennsylvania,19134,East,Senior citizen
CM-12235,Chris McAfee,Consumer,35,United States,Carrollton,Texas,75007,Central,Middle Aged
CM-12385,Christopher Martinez,Consumer,19,United States,Atlanta,Georgia,30318,South,Young
CM-12445,Chuck Magee,Consumer,27,United States,San Francisco,California,94122,West,Young
CM-12655,Corinna Mitchell,Home Office,33,United States,Los Angeles,California,90008,West,Middle Aged
CM-12715,Craig Molinari,Corporate,53,United States,Huntsville,Texas,77340,Central,Middle Aged
CP-12085,Cathy Prescott,Corporate,62,United States,Norwich,Connecticut,6360,East,Senior citizen
CP-12340,Christine Phan,Corporate,38,United States,New York City,New York,10009,East,Middle Aged
CR-12580,Clay Rozendal,Home Office,52,United States,Elmhurst,Illinois,60126,Central,Middle Aged
CR-12625,Corey Roper,Home Office,46,United States,Lakewood,New Jersey,8701,East,Middle Aged
CR-12730,Craig Reiter,Consumer,25,United States,Columbus,Ohio,43229,East,Young
CR-12820,Cyra Reiten,Home Office,38,United States,New York City,New York,10035,East,Middle Aged
CS-11845,Cari Sayre,Corporate,24,United States,Seattle,Washington,98105,West,Young
CS-11860,Cari Schnelling,Consumer,69,United States,Jacksonville,North Carolina,28540,South,Senior citizen
CS-11950,Carlos Soltero,Consumer,18,United States,Chicago,Illinois,60610,Central,Young
CS-12130,Chad Sievert,Consumer,51,United States,Los Angeles,California,90004,West,Middle Aged
CS-12175,Charles Sheldon,Corporate,67,United States,Columbia,Tennessee,38401,South,Senior citizen
CS-12250,Chris Selesnick,Corporate,59,United States,Bossier City,Louisiana,71111,South,Middle Aged
CS-12355,Christine Sundaresam,Consumer,63,United States,Roswell,Georgia,30076,South,Senior citizen
CS-12400,Christopher Schild,Home Office,33,United States,Chicago,Illinois,60623,Central,Middle Aged
CS-12460,Chuck Sachs,Consumer,44,United States,Columbus,Georgia,31907,South,Middle Aged
CS-12490,Cindy Schnelling,Corporate,32,United States,Conroe,Texas,77301,Central,Middle Aged
CS-12505,Cindy Stewart,Consumer,41,United States,Thomasville,North Carolina,27360,South,Middle Aged
CT-11995,Carol Triggs,Consumer,57,United States,Rochester,Minnesota,55901,Central,Middle Aged
CV-12295,Christina VanderZanden,Consumer,58,United States,Fresno,California,93727,West,Middle Aged
CV-12805,Cynthia Voltz,Corporate,55,United States,New York City,New York,10035,East,Middle Aged
CW-11905,Carl Weiss,Home Office,31,United States,Huntsville,Texas,77340,Central,Middle Aged
CY-12745,Craig Yedwab,Corporate,36,United States,Oakland,California,94601,West,Middle Aged
Co-12640,Corey-Lock,Consumer,55,United States,Philadelphia,Pennsylvania,19143,East,Middle Aged
DA-13450,Dianna Arnett,Home Office,38,United States,Houston,Texas,77095,Central,Middle Aged
DB-12910,Daniel Byrd,Home Office,38,United States,Tampa,Florida,33614,South,Middle Aged
DB-12970,Darren Budd,Corporate,42,United States,Los Angeles,California,90004,West,Middle Aged
DB-13060,Dave Brooks,Consumer,50,United States,Seattle,Washington,98115,West,Middle Aged
DB-13120,David Bremer,Corporate,60,United States,Santa Clara,California,95051,West,Middle Aged
DB-13210,Dean Braden,Consumer,41,United States,Houston,Texas,77041,Central,Middle Aged
DB-13270,Deborah Brumfield,Home Office,24,United States,San Diego,California,92024,West,Young
DB-13360,Dennis Bolton,Home Office,41,United States,New York City,New York,10009,East,Middle Aged
DB-13405,Denny Blanton,Consumer,41,United States,La Porte,Indiana,46350,Central,Middle Aged
DB-13555,Dorothy Badders,Corporate,58,United States,Jacksonville,Florida,32216,South,Middle Aged
DB-13615,Doug Bickford,Consumer,19,United States,Los Angeles,California,90045,West,Young
DB-13660,Duane Benoit,Consumer,21,United States,Oceanside,New York,11572,East,Young
DC-12850,Dan Campbell,Consumer,50,United States,Florence,Alabama,35630,South,Middle Aged
DC-13285,Debra Catini,Consumer,48,United States,Cottage Grove,Minnesota,55016,Central,Middle Aged
DD-13570,Dorothy Dickinson,Consumer,32,United States,Houston,Texas,77041,Central,Middle Aged
DE-13255,Deanra Eno,Home Office,42,United States,Springfield,Ohio,45503,East,Middle Aged
DF-13135,David Flashing,Consumer,45,United States,Vallejo,California,94591,West,Middle Aged
DG-13300,Deirdre Greer,Corporate,60,United States,Philadelphia,Pennsylvania,19134,East,Middle Aged
DH-13075,Dave Hallsten,Corporate,58,United States,Richmond,Kentucky,40475,South,Middle Aged
DH-13675,Duane Huffman,Home Office,65,United States,Quincy,Massachusetts,2169,East,Senior citizen
DJ-13420,Denny Joy,Corporate,21,United States,Warner Robins,Georgia,31088,South,Young
DJ-13510,Don Jones,Corporate,67,United States,Murfreesboro,Tennessee,37130,South,Senior citizen
DJ-13630,Doug Jacobs,Consumer,41,United States,New York City,New York,10024,East,Middle Aged
DK-12835,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West,Middle Aged
DK-12895,Dana Kaydos,Consumer,47,United States,Kenosha,Wisconsin,53142,Central,Middle Aged
DK-12985,Darren Koutras,Consumer,58,United States,Henderson,Kentucky,42420,South,Middle Aged
DK-13090,Dave Kipp,Consumer,24,United States,Seattle,Washington,98103,West,Young
DK-13150,David Kendrick,Corporate,20,United States,Decatur,Illinois,62521,Central,Young
DK-13225,Dean Katz,Corporate,36,United States,Philadelphia,Pennsylvania,19140,East,Middle Aged
DK-13375,Dennis Kane,Consumer,56,United States,Marion,Ohio,43302,East,Middle Aged
DL-12865,Dan Lawera,Consumer,26,United States,Cincinnati,Ohio,45231,East,Young
DL-12925,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054,West,Young
DL-13315,Delfina Latchford,Consumer,48,United States,New York City,New York,10024,East,Middle Aged
DL-13330,Denise Leinenbach,Consumer,69,United States,Las Cruces,New Mexico,88001,West,Senior citizen
DL-13495,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West,Middle Aged
DM-12955,Dario Medina,Corporate,26,United States,Lincoln Park,Michigan,48146,Central,Young
DM-13015,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West,Middle Aged
DM-13345,Denise Monton,Corporate,46,United States,Roswell,Georgia,30076,South,Middle Aged
DM-13525,Don Miller,Corporate,18,United States,Houston,Texas,77070,Central,Young
DN-13690,Duane Noonan,Consumer,42,United States,San Francisco,California,94122,West,Middle Aged
DO-13435,Denny Ordway,Consumer,25,United States,Pembroke Pines,Florida,33024,South,Young
DO-13645,"Doug O'Connell",Consumer,20,United States,Los Angeles,California,90036,West,Young
DP-13000,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150,Central,Middle Aged
DP-13105,Dave Poirier,Corporate,66,United States,Salinas,California,93905,West,Senior citizen
DP-13165,David Philippe,Consumer,50,United States,New York City,New York,10035,East,Middle Aged
DP-13390,Dennis Pardue,Home Office,44,United States,Peoria,Illinois,61604,Central,Middle Aged
DR-12880,Dan Reichenbach,Corporate,68,United States,Chicago,Illinois,60623,Central,Senior citizen
DR-12940,Daniel Raglin,Home Office,65,United States,Franklin,Massachusetts,2038,East,Senior citizen
DS-13030,Darrin Sayre,Home Office,62,United States,Seattle,Washington,98115,West,Senior citizen
DS-13180,David Smith,Corporate,41,United States,Detroit,Michigan,48227,Central,Middle Aged
DV-13045,Darrin Van Huff,Corporate,31,United States,Los Angeles,California,90036,West,Middle Aged
DV-13465,Dianna Vittorini,Consumer,60,United States,Denver,Colorado,80219,West,Middle Aged
DW-13195,David Wiener,Corporate,55,United States,Houston,Texas,77095,Central,Middle Aged
DW-13480,Dianna Wilson,Home Office,25,United States,Lakeville,Minnesota,55044,Central,Young
DW-13540,Don Weiss,Consumer,60,United States,Seattle,Washington,98105,West,Middle Aged
DW-13585,Dorothy Wardle,Corporate,62,United States,Columbus,Ohio,43229,East,Senior citizen
Dl-13600,Dorris liebe,Corporate,68,United States,Pasadena,Texas,77506,Central,Senior citizen
Dp-13240,Dean percer,Home Office,64,United States,Murray,Utah,84107,West,Senior citizen
EA-14035,Erin Ashbrook,Corporate,61,United States,Charlotte,North Carolina,28205,South,Senior citizen
EB-13705,Ed Braxton,Corporate,41,United States,Akron,Ohio,44312,East,Middle Aged
EB-13750,Edward Becker,Corporate,20,United States,Seattle,Washington,98103,West,Young
EB-13840,Ellis Ballard,Corporate,25,United States,Seattle,Washington,98105,West,Young
EB-13870,Emily Burns,Consumer,34,United States,Orem,Utah,84057,West,Middle Aged
EB-13930,Eric Barreto,Consumer,63,United States,San Francisco,California,94110,West,Senior citizen
EB-13975,Erica Bern,Corporate,53,United States,Fairfield,California,94533,West,Middle Aged
EB-14110,Eugene Barchas,Consumer,44,United States,Philadelphia,Pennsylvania,19134,East,Middle Aged
EB-14170,Evan Bailliet,Consumer,64,United States,Wilmington,North Carolina,28403,South,Senior citizen
EC-14050,Erin Creighton,Consumer,52,United States,New York City,New York,10024,East,Middle Aged
ED-13885,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West,Young
EG-13900,Emily Grady,Consumer,60,United States,Oceanside,New York,11572,East,Middle Aged
EH-13765,Edward Hooks,Corporate,44,United States,Watertown,New York,13601,East,Middle Aged
EH-13945,Eric Hoffmann,Consumer,21,United States,Los Angeles,California,90049,West,Young
EH-13990,Erica Hackney,Consumer,22,United States,Roswell,Georgia,30076,South,Young
EH-14005,Erica Hernandez,Home Office,38,United States,Denver,Colorado,80219,West,Middle Aged
EH-14125,Eugene Hildebrand,Home Office,41,United States,Aurora,Illinois,60505,Central,Middle Aged
EH-14185,Evan Henry,Consumer,31,United States,Decatur,Alabama,35601,South,Middle Aged
EJ-13720,Ed Jacobs,Consumer,44,United States,San Diego,California,92037,West,Middle Aged
EJ-14155,Eva Jacobs,Consumer,22,United States,Gulfport,Mississippi,39503,South,Young
EK-13795,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West,Young
EL-13735,Ed Ludwig,Home Office,42,United States,Columbia,Maryland,21044,East,Middle Aged
EM-13810,Eleni McCrary,Corporate,59,United States,Los Angeles,California,90036,West,Middle Aged
EM-13825,Elizabeth Moffitt,Corporate,63,United States,Sioux Falls,South Dakota,57103,Central,Senior citizen
EM-13960,Eric Murdock,Consumer,46,United States,Philadelphia,Pennsylvania,19134,East,Middle Aged
EM-14065,Erin Mull,Consumer,48,United States,New York City,New York,10024,East,Middle Aged
EM-14095,Eudokia Martin,Corporate,56,United States,Los Angeles,California,90036,West,Middle Aged
EM-14140,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West,Middle Aged
EM-14200,Evan Minnotte,Home Office,52,United States,Virginia Beach,Virginia,23464,South,Middle Aged
EN-13780,Edward Nazzal,Consumer,64,United States,New York City,New York,10035,East,Senior citizen
EP-13915,Emily Phan,Consumer,38,United States,Chicago,Illinois,60653,Central,Middle Aged
ER-13855,Elpida Rittenbach,Corporate,56,United States,Saint Paul,Minnesota,55106,Central,Middle Aged
ES-14020,Erica Smith,Consumer,47,United States,San Francisco,California,94110,West,Middle Aged
ES-14080,Erin Smith,Corporate,20,United States,Melbourne,Florida,32935,South,Young
FA-14230,Frank Atkinson,Corporate,34,United States,Long Beach,California,90805,West,Middle Aged
FC-14245,Frank Carlisle,Home Office,20,United States,Lakewood,Ohio,44107,East,Young
FC-14335,Fred Chung,Corporate,64,United States,Mesquite,Texas,75150,Central,Senior citizen
FG-14260,Frank Gastineau,Home Office,67,United States,San Francisco,California,94110,West,Senior citizen
FH-14275,Frank Hawley,Corporate,26,United States,La Porte,Indiana,46350,Central,Young
FH-14350,Fred Harton,Consumer,45,United States,Seattle,Washington,98105,West,Middle Aged
FH-14365,Fred Hopkins,Corporate,49,United States,Philadelphia,Pennsylvania,19120,East,Middle Aged
FM-14215,Filia McAdams,Corporate,62,United States,Dublin,Ohio,43017,East,Senior citizen
FM-14290,Frank Merwin,Home Office,45,United States,Los Angeles,California,90032,West,Middle Aged
FM-14380,Fred McMath,Consumer,30,United States,Aurora,Colorado,80013,West,Young
FO-14305,Frank Olsen,Consumer,22,United States,New York City,New York,10035,East,Young
FP-14320,Frank Preis,Consumer,20,United States,Los Angeles,California,90008,West,Young
FW-14395,Fred Wasserman,Corporate,41,United States,Huntsville,Alabama,35810,South,Middle Aged
GA-14515,George Ashbrook,Consumer,42,United States,San Francisco,California,94122,West,Middle Aged
GA-14725,Guy Armstrong,Consumer,32,United States,Lorain,Ohio,44052,East,Middle Aged
GB-14530,George Bell,Corporate,41,United States,Auburn,New York,13021,East,Middle Aged
GB-14575,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East,Middle Aged
GD-14590,Giulietta Dortch,Corporate,62,United States,Philadelphia,Pennsylvania,19143,East,Senior citizen
GG-14650,Greg Guthrie,Corporate,51,United States,Bristol,Tennessee,37620,South,Middle Aged
GH-14410,Gary Hansen,Home Office,42,United States,Glendale,Arizona,85301,West,Middle Aged
GH-14425,Gary Hwang,Consumer,63,United States,Tucson,Arizona,85705,West,Senior citizen
GH-14485,Gene Hale,Corporate,28,United States,Richardson,Texas,75080,Central,Young
GH-14665,Greg Hansen,Consumer,67,United States,Round Rock,Texas,78664,Central,Senior citizen
GK-14620,Grace Kelly,Corporate,32,United States,Hesperia,California,92345,West,Middle Aged
