Customer ID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region
TG-21640,Trudy Glocke,Consumer,41,United States,Long Beach,California,90805,West
CC-12145,Charles Crestani,Consumer,21,United States,Los Angeles,California,90004,West
LR-16915,Lena Radford,Consumer,35,United States,San Diego,California,92024,West
JL-15835,John Lee,Consumer,57,United States,Mission Viejo,California,92691,West
AB-10165,Alan Barnes,Consumer,22,United States,Los Angeles,California,90036,West
JK-15370,Jay Kimmel,Consumer,27,United States,Long Beach,California,90805,West
RD-19810,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West
YC-21895,Yoseph Carroll,Corporate,42,United States,San Francisco,California,94110,West
LT-17110,Liz Thompson,Consumer,51,United States,Lancaster,California,93534,West
ES-14020,Erica Smith,Consumer,47,United States,San Francisco,California,94110,West
CD-11920,Carlos Daly,Consumer,51,United States,Lake Elsinore,California,92530,West
HW-14935,Helen Wasserman,Corporate,55,United States,San Diego,California,92105,West
GM-14440,Gary McGarr,Consumer,19,United States,San Francisco,California,94122,West
PJ-19015,Pauline Johnson,Consumer,48,United States,Santa Ana,California,92704,West
PG-18820,Patrick Gardner,Consumer,38,United States,San Francisco,California,94110,West
EM-14095,Eudokia Martin,Corporate,56,United States,Los Angeles,California,90036,West
DP-13105,Dave Poirier,Corporate,66,United States,#Salinas,California,93905,West
CM-12445,Chuck Magee,Consumer,27,United States,San Francisco,California,94122,West
JS-15595,Jill Stevenson,Corporate,65,United States,Los Angeles,California,90045,West
PC-18745,Pamela Coakley,Corporate,25,United States,San Francisco,California,94122,West
RP-19270,Rachel Payne,Corporate,47,United States,Riverside,California,92503,West
KC-16255,Karen Carlisle,Corporate,23,United States,San Francisco,California,94110,West
DL-12925,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054,West
LW-16990,Lindsay Williams,Corporate,58,United States,San Francisco,California,94110,West
RA-19945,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West
VG-21790,Vivek Gonzalez,Consumer,44,United States,San Diego,California,92037,West
HR-14770,Hallie Redmond,Home Office,67,United States,Los Angeles,California,90045,West
JJ-15445,Jennifer Jackson,Consumer,47,United States,Los Angeles,California,90004,West
BD-11620,Brian DeCherney,Consumer,46,United States,San Francisco,California,94122,West
SN-20560,Skye Norling,Home Office,65,United States,Los Angeles,California,90008,West
CY-12745,Craig Yedwab,Corporate,36,United States,Oakland,California,94601,West
PV-18985,Paul Van Hugh,Home Office,64,United States,San Francisco,California,94122,West
NM-18520,Neoma Murray,Consumer,45,United States,Riverside,California,92503,West
DL-13495,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West
LT-16765,Larry Tron,Consumer,42,United States,Escondido,California,92025,West
AT-10435,Alyssa Tate,Home Office,19,United States,Los Angeles,California,90004,West
BT-11530,Bradley Talbott,Home Office,34,United States,Los Angeles,California,90036,West
BF-11170,Ben Ferrer,Home Office,19,United States,Los Angeles,California,90036,West
NP-18700,Nora Preis,Consumer,32,United States,Fresno,California,93727,West
PF-19225,Phillip Flathmann,Consumer,49,United States,San Francisco,California,94122,West
EB-13975,Erica Bern,Corporate,53,United States,Fairfield,California,94533,West
HG-14965,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West
FG-14260,Frank Gastineau,Home Office,67,United States,San Francisco,California,94110,West
LD-17005,Lisa DeCherney,Consumer,65,United States,San Francisco,California,94109,West
JF-15190,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
KT-16465,Kean Takahito,Consumer,24,United States,Los Angeles,California,90049,West
SZ-20035,Sam Zeldin,Home Office,39,United States,Pico Rivera,California,90660,West
BT-11305,Beth Thompson,Home Office,38,United States,Costa Mesa,California,92627,West
DK-12835,Damala Kotsonis,Corporate,57,United States,#Salinas,California,93905,West
MM-17920,Michael Moore,Consumer,41,United States,San Francisco,California,94110,West
KN-16390,Katherine Nockton,Corporate,43,United States,Los Angeles,California,90004,West
CM-12655,Corinna Mitchell,Home Office,33,United States,Los Angeles,California,90008,West
PC-19000,Pauline Chand,Home Office,49,United States,Los Angeles,California,90004,West
MP-18175,Mike Pelletier,Home Office,34,United States,Laguna Niguel,California,92677,West
DB-13270,Deborah Brumfield,Home Office,24,United States,San Diego,California,92024,West
IG-15085,Ivan Gibson,Consumer,63,United States,San Diego,California,92024,West
ML-17395,Marina Lichtenstein,Corporate,44,United States,Los Angeles,California,90008,West
JG-15160,James Galang,Consumer,37,United States,Los Angeles,California,90049,West
HH-15010,Hilary Holden,Corporate,58,United States,San Francisco,California,94110,West
TH-21100,Thea Hendricks,Consumer,21,United States,Los Angeles,California,90045,West
EB-13930,Eric Barreto,Consumer,63,United States,San Francisco,California,94110,West
PS-18760,Pamela Stobb,Consumer,36,United States,Los Angeles,California,90008,West
CD-12790,Cynthia Delaney,Home Office,70,United States,San Diego,California,92037,West
JK-15205,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122,West
ED-13885,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West
JW-15955,Joni Wasserman,Consumer,45,United States,Oakland,California,94601,West
ME-18010,Michelle Ellison,Corporate,34,United States,San Francisco,California,94122,West
LW-17215,Luke Weiss,Consumer,60,United States,Pasadena,California,91104,West
KA-16525,Kelly Andreada,Consumer,59,United States,Ontario,California,91761,West
SW-20245,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West
KF-16285,Karen Ferguson,Home Office,65,United States,Manteca,California,95336,West
IL-15100,Ivan Liston,Consumer,53,United States,San Francisco,California,94122,West
MH-17620,Matt Hagelstein,Corporate,22,United States,San Francisco,California,94110,West
TG-21310,Toby Gnade,Consumer,68,United States,Los Angeles,California,90049,West
BF-11005,Barry Franz,Home Office,56,United States,Pasadena,California,91104,West
JM-16195,Justin MacKendrick,Consumer,18,United States,Los Angeles,California,90004,West
MZ-17335,Maria Zettner,Home Office,29,United States,San Diego,California,92024,West
SC-20260,Scott Cohen,Corporate,24,United States,San Francisco,California,94122,West
CV-12295,Christina VanderZanden,Consumer,58,United States,Fresno,California,93727,West
TM-21010,Tamara Manning,Consumer,31,United States,San Francisco,California,94122,West
EM-13810,Eleni McCrary,Corporate,59,United States,Los Angeles,California,90036,West
GM-14695,Greg Maxwell,Corporate,49,United States,Los Angeles,California,90036,West
RR-19315,Ralph Ritter,Consumer,31,United States,San Francisco,California,94110,West
LO-17170,Lori Olson,Corporate,29,United States,La Quinta,California,92253,West
BO-11350,Bill Overfelt,Corporate,46,United States,Los Angeles,California,90045,West
AG-10300,Aleksandra Gannaway,Corporate,68,United States,Los Angeles,California,90049,West
TT-21265,Tim Taslimi,Corporate,69,United States,Los Angeles,California,90045,West
NL-18310,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045,West
TC-21295,Toby Carlisle,Consumer,31,United States,San Diego,California,92024,West
DF-13135,David Flashing,Consumer,45,United States,Vallejo,California,94591,West
MS-17530,MaryBeth Skach,Consumer,45,United States,San Diego,California,92037,West
GA-14515,George Ashbrook,Consumer,42,United States,San Francisco,California,94122,West
DM-13015,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West
AY-10555,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West
KB-16405,Katrina Bavinger,Home Office,34,United States,#Apple Valley,California,92307,West
PR-18880,Patrick Ryan,Consumer,44,United States,Oakland,California,94601,West
LC-17050,Liz Carlisle,Consumer,60,United States,Mission Viejo,California,92691,West
DB-12970,Darren Budd,Corporate,42,United States,Los Angeles,California,90004,West
EJ-13720,Ed Jacobs,Consumer,44,United States,San Diego,California,92037,West
SP-20920,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
EK-13795,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West
AG-10330,Alex Grayson,Consumer,51,United States,Stockton,California,95207,West
GR-14560,Georgia Rosenberg,Corporate,33,United States,San Francisco,California,94110,West
VS-21820,Vivek Sundaresam,Consumer,22,United States,Los Angeles,California,90036,West
TS-21430,Tom Stivers,Corporate,22,United States,Los Angeles,California,90045,West
MF-18250,Monica Federle,Corporate,34,United States,Los Angeles,California,90036,West
SS-20410,Shahid Shariari,Consumer,35,United States,Los Angeles,California,90008,West
MH-17290,Marc Harrigan,Home Office,39,United States,Los Angeles,California,90036,West
DO-13645,Doug O'Connell,Consumer,20,United States,Los Angeles,California,90036,West
AO-10810,Anthony O'Donnell,Corporate,66,United States,Los Angeles,California,90045,West
VP-21760,Victoria Pisteka,Corporate,35,United States,San Francisco,California,94109,West
IM-15055,Ionia McGrath,Consumer,40,United States,Roseville,California,95661,West
BD-11560,Brendan Dodson,Home Office,54,United States,Fresno,California,93727,West
